106.7,106.7,106.7,106.7,1061338
105.4,105.4,105.4,105.4,887006
103.8,103.8,103.8,103.8,657058
103.9,103.9,103.9,103.9,999260
104.6,104.6,104.6,104.6,680944
104.8,104.8,104.8,104.8,742014
104.5,104.5,104.5,104.5,1042038
104.4,104.4,104.4,104.4,909100
104.2,104.2,104.2,104.2,496573
103.8,103.8,103.8,103.8,775254
104.1,104.1,104.1,104.1,444831
104.8,104.8,104.8,104.8,568262
103.6,103.6,103.6,103.6,1036121
104.0,104.0,104.0,104.0,809122
105.5,105.5,105.5,105.5,624670
107.1,107.1,107.1,107.1,712318
108.8,108.8,108.8,108.8,805263
112.1,112.1,112.1,112.1,567846
115.2,115.2,115.2,115.2,1366276
118.7,118.7,118.7,118.7,2011285
122.7,122.7,122.7,122.7,1524164
125.4,125.4,125.4,125.4,2112550
121.7,121.7,121.7,121.7,1649795
121.0,121.0,121.0,121.0,763581
123.1,123.1,123.1,123.1,479335
124.8,124.8,124.8,124.8,2286277
124.1,124.1,124.1,124.1,1410540
126.5,126.5,126.5,126.5,1439363
128.5,128.5,128.5,128.5,1061357
128.8,128.8,128.8,128.8,770970
127.9,127.9,127.9,127.9,891020
128.6,128.6,128.6,128.6,727717
129.6,129.6,129.6,129.6,865290
133.5,133.5,133.5,133.5,1825048
141.1,141.1,141.1,141.1,1785126
151.4,151.4,151.4,151.4,2480655
162.3,162.3,162.3,162.3,2099916
175.4,175.4,175.4,175.4,2093680
191.7,191.7,191.7,191.7,4155150
192.8,192.8,192.8,192.8,3960830
186.5,186.5,186.5,186.5,2067013
181.7,181.7,181.7,181.7,2623531
187.3,187.3,187.3,187.3,1764525
200.5,200.5,200.5,200.5,2123488
220.1,220.1,220.1,220.1,1307180
241.8,241.8,241.8,241.8,2094465
253.4,253.4,253.4,253.4,4153040
251.3,251.3,251.3,251.3,4015681
271.8,271.8,271.8,271.8,2943023
296.9,296.9,296.9,296.9,4400339
316.8,316.8,316.8,316.8,2283469
342.4,342.4,342.4,342.4,1598039
363.2,363.2,363.2,363.2,3326644
374.1,374.1,374.1,374.1,3982528
366.8,366.8,366.8,366.8,3236241
331.6,331.6,331.6,331.6,3536866
300.0,300.0,300.0,300.0,1669990
270.9,270.9,270.9,270.9,1820196
260.8,260.8,260.8,260.8,3990578
285.8,285.8,285.8,285.8,877156
313.5,313.5,313.5,313.5,1100333
328.5,328.5,328.5,328.5,7781124
317.8,317.8,317.8,317.8,3451725
327.1,327.1,327.1,327.1,2958600
336.1,336.1,336.1,336.1,5013158
340.9,340.9,340.9,340.9,3708545
346.4,346.4,346.4,346.4,2818864
363.6,363.6,363.6,363.6,5007031
396.0,396.0,396.0,396.0,4398006
409.2,409.2,409.2,409.2,4511459
384.1,384.1,384.1,384.1,4421925
406.5,406.5,406.5,406.5,2435401
411.7,411.7,411.7,411.7,2901565
404.7,404.7,404.7,404.7,3067012
410.0,410.0,410.0,410.0,4707051
418.9,418.9,418.9,418.9,4221147
414.6,414.6,414.6,414.6,2944593
416.5,416.5,416.5,416.5,2169760
416.7,416.7,416.7,416.7,1890626
414.8,414.8,414.8,414.8,4059835
418.0,418.0,418.0,418.0,2870685
419.4,419.4,419.4,419.4,2464160
440.1,440.1,440.1,440.1,4973445
480.9,480.9,480.9,480.9,4891747
518.9,518.9,518.9,518.9,3174635
519.2,519.2,519.2,519.2,7205232
543.0,543.0,543.0,543.0,4968870
580.3,580.3,580.3,580.3,5107247
593.7,593.7,593.7,593.7,4607982
631.8,631.8,631.8,631.8,1960999
692.2,692.2,692.2,692.2,2574483
738.9,738.9,738.9,738.9,5770800
689.2,689.2,689.2,689.2,6180986
623.6,623.6,623.6,623.6,5841158
681.5,681.5,681.5,681.5,3812590
747.5,747.5,747.5,747.5,5659136
706.0,706.0,706.0,706.0,6999123
668.3,668.3,668.3,668.3,6228525
668.8,668.8,668.8,668.8,4103683
675.6,675.6,675.6,675.6,3123556
697.5,697.5,697.5,697.5,4026487
653.7,653.7,653.7,653.7,4205317
611.9,611.9,611.9,611.9,2841332
582.6,582.6,582.6,582.6,3198157
578.1,578.1,578.1,578.1,3035793
605.0,605.0,605.0,605.0,4042421
623.1,623.1,623.1,623.1,3650325
646.7,646.7,646.7,646.7,5933324
669.4,669.4,669.4,669.4,5210754
675.3,675.3,675.3,675.3,6134977
708.3,708.3,708.3,708.3,5289038
749.8,749.8,749.8,749.8,5169259
765.3,765.3,765.3,765.3,6832544
801.7,801.7,801.7,801.7,5184200
796.2,796.2,796.2,796.2,3689601
775.6,775.6,775.6,775.6,5206634
765.2,765.2,765.2,765.2,5416528
788.4,788.4,788.4,788.4,4021451
809.7,809.7,809.7,809.7,4083845
824.7,824.7,824.7,824.7,4576025
815.5,815.5,815.5,815.5,5450618
802.9,802.9,802.9,802.9,4701944
836.5,836.5,836.5,836.5,3172262
886.8,886.8,886.8,886.8,5632549
904.4,904.4,904.4,904.4,4880745
851.2,851.2,851.2,851.2,4368511
815.8,815.8,815.8,815.8,4727511
858.2,858.2,858.2,858.2,2973715
880.1,880.1,880.1,880.1,4774934
872.2,872.2,872.2,872.2,3441783
876.7,876.7,876.7,876.7,3052153
906.8,906.8,906.8,906.8,3532139
947.7,947.7,947.7,947.7,4740091
965.4,965.4,965.4,965.4,4385071
963.2,963.2,963.2,963.2,4074817
1015.7,1015.7,1015.7,1015.7,4076899
1029.6,1029.6,1029.6,1029.6,3206540
1055.6,1055.6,1055.6,1055.6,3623304
1079.7,1079.7,1079.7,1079.7,4999127
1122.6,1122.6,1122.6,1122.6,3549220
1196.9,1196.9,1196.9,1196.9,5342432
1267.3,1267.3,1267.3,1267.3,5212709
1162.7,1162.7,1162.7,1162.7,4039055
1229.8,1229.8,1229.8,1229.8,5742386
1289.7,1289.7,1289.7,1289.7,4352850
1319.4,1319.4,1319.4,1319.4,6227135
1308.3,1308.3,1308.3,1308.3,7330693
1316.0,1316.0,1316.0,1316.0,5820531
1340.4,1340.4,1340.4,1340.4,4499420
1395.7,1395.7,1395.7,1395.7,8009735
1445.9,1445.9,1445.9,1445.9,8803557
1491.0,1491.0,1491.0,1491.0,6640037
1524.6,1524.6,1524.6,1524.6,9039115
1566.7,1566.7,1566.7,1566.7,6016147
1661.7,1661.7,1661.7,1661.7,4610084
1801.2,1801.2,1801.2,1801.2,8310610
1669.0,1669.0,1669.0,1669.0,11549975
1505.4,1505.4,1505.4,1505.4,3352674
1470.2,1470.2,1470.2,1470.2,7892018
1595.4,1595.4,1595.4,1595.4,5253590
1662.6,1662.6,1662.6,1662.6,7161644
1710.4,1710.4,1710.4,1710.4,7756283
1785.4,1785.4,1785.4,1785.4,6156348
1858.6,1858.6,1858.6,1858.6,5863371
1884.3,1884.3,1884.3,1884.3,7882007
1913.9,1913.9,1913.9,1913.9,6552287
1941.8,1941.8,1941.8,1941.8,4350393
1957.8,1957.8,1957.8,1957.8,6997009
1996.7,1996.7,1996.7,1996.7,4382215
2004.5,2004.5,2004.5,2004.5,3817375
1977.0,1977.0,1977.0,1977.0,4766718
2012.9,2012.9,2012.9,2012.9,4330101
2052.5,2052.5,2052.5,2052.5,3494654
2038.9,2038.9,2038.9,2038.9,5248114
2022.5,2022.5,2022.5,2022.5,3836023
2047.5,2047.5,2047.5,2047.5,2959119
1996.2,1996.2,1996.2,1996.2,4452392
1820.5,1820.5,1820.5,1820.5,2905724
1704.1,1704.1,1704.1,1704.1,3600083
1830.9,1830.9,1830.9,1830.9,4662175
1744.6,1744.6,1744.6,1744.6,4483353
1586.5,1586.5,1586.5,1586.5,1984939
1437.1,1437.1,1437.1,1437.1,2877940
1362.9,1362.9,1362.9,1362.9,5011471
1385.5,1385.5,1385.5,1385.5,4389803
1324.4,1324.4,1324.4,1324.4,3333579
1182.3,1182.3,1182.3,1182.3,763147
1058.0,1058.0,1058.0,1058.0,500174
986.7,986.7,986.7,986.7,1934018
1037.9,1037.9,1037.9,1037.9,3747152
1117.1,1117.1,1117.1,1117.1,4549712
1295.1,1295.1,1295.1,1295.1,4448853
1340.3,1340.3,1340.3,1340.3,7807114
1208.2,1208.2,1208.2,1208.2,413567
1089.5,1089.5,1089.5,1089.5,420070
1126.0,1126.0,1126.0,1126.0,3149241
1072.9,1072.9,1072.9,1072.9,4477044
1028.8,1028.8,1028.8,1028.8,3722138
1028.2,1028.2,1028.2,1028.2,2010774
1055.4,1055.4,1055.4,1055.4,3218177
1148.4,1148.4,1148.4,1148.4,3949985
1132.2,1132.2,1132.2,1132.2,3402679
1168.4,1168.4,1168.4,1168.4,3782689
1210.2,1210.2,1210.2,1210.2,3986164
1233.8,1233.8,1233.8,1233.8,4489340
1215.0,1215.0,1215.0,1215.0,3919909
1208.1,1208.1,1208.1,1208.1,4248906
1190.0,1190.0,1190.0,1190.0,4491011
1103.9,1103.9,1103.9,1103.9,3267612
1047.8,1047.8,1047.8,1047.8,3207926
1010.5,1010.5,1010.5,1010.5,4137795
960.3,960.3,960.3,960.3,4025139
865.8,865.8,865.8,865.8,591273
784.4,784.4,784.4,784.4,2820447
829.1,829.1,829.1,829.1,5161818
780.4,780.4,780.4,780.4,4167941
732.7,732.7,732.7,732.7,3416763
713.3,713.3,713.3,713.3,6149078
759.1,759.1,759.1,759.1,3878286
783.2,783.2,783.2,783.2,2586745
770.4,770.4,770.4,770.4,2639833
792.8,792.8,792.8,792.8,2933926
837.7,837.7,837.7,837.7,2531830
873.3,873.3,873.3,873.3,2074659
906.0,906.0,906.0,906.0,4091298
950.1,950.1,950.1,950.1,4587858
1014.2,1014.2,1014.2,1014.2,3854426
1093.7,1093.7,1093.7,1093.7,4260343
1028.9,1028.9,1028.9,1028.9,3333675
1094.0,1094.0,1094.0,1094.0,5305280
1153.3,1153.3,1153.3,1153.3,5801983
1048.8,1048.8,1048.8,1048.8,5919855
1089.4,1089.4,1089.4,1089.4,4064584
1037.7,1037.7,1037.7,1037.7,3318477
1026.5,1026.5,1026.5,1026.5,3532420
1056.4,1056.4,1056.4,1056.4,2619281
1059.4,1059.4,1059.4,1059.4,2695589
1067.7,1067.7,1067.7,1067.7,2013492
1082.4,1082.4,1082.4,1082.4,2092888
1120.8,1120.8,1120.8,1120.8,2977948
1161.0,1161.0,1161.0,1161.0,4142540
1176.3,1176.3,1176.3,1176.3,3691108
1159.5,1159.5,1159.5,1159.5,2582874
1141.9,1141.9,1141.9,1141.9,2346877
1146.7,1146.7,1146.7,1146.7,2393537
1173.8,1173.8,1173.8,1173.8,2256458
1190.6,1190.6,1190.6,1190.6,2635856
1220.8,1220.8,1220.8,1220.8,3287912
1219.6,1219.6,1219.6,1219.6,3796115
1229.2,1229.2,1229.2,1229.2,2846979
1175.3,1175.3,1175.3,1175.3,2091900
1127.4,1127.4,1127.4,1127.4,2769556
1130.3,1130.3,1130.3,1130.3,2587498
1144.4,1144.4,1144.4,1144.4,2165139
1101.3,1101.3,1101.3,1101.3,1846284
1049.4,1049.4,1049.4,1049.4,1485396
1026.6,1026.6,1026.6,1026.6,2165124
942.3,942.3,942.3,942.3,2393445
917.1,917.1,917.1,917.1,3808135
991.7,991.7,991.7,991.7,1713759
1041.0,1041.0,1041.0,1041.0,4953111
964.3,964.3,964.3,964.3,2643615
937.7,937.7,937.7,937.7,2151420
950.9,950.9,950.9,950.9,1948068
947.4,947.4,947.4,947.4,2225364
916.1,916.1,916.1,916.1,1789692
897.5,897.5,897.5,897.5,3167716
899.9,899.9,899.9,899.9,1795077
894.8,894.8,894.8,894.8,1965422
856.5,856.5,856.5,856.5,1497288
868.4,868.4,868.4,868.4,3299017
903.7,903.7,903.7,903.7,1848063
927.4,927.4,927.4,927.4,2331864
939.3,939.3,939.3,939.3,2293303
972.4,972.4,972.4,972.4,3161238
972.4,972.4,972.4,972.4,2280062
974.1,974.1,974.1,974.1,1861431
943.7,943.7,943.7,943.7,2599159
916.7,916.7,916.7,916.7,2355160
914.6,914.6,914.6,914.6,1788636
892.6,892.6,892.6,892.6,1460940
899.3,899.3,899.3,899.3,1374980
905.8,905.8,905.8,905.8,981688
926.9,926.9,926.9,926.9,2235384
911.2,911.2,911.2,911.2,1625934
904.0,904.0,904.0,904.0,2577047
881.9,881.9,881.9,881.9,1754089
847.1,847.1,847.1,847.1,1860237
832.0,832.0,832.0,832.0,2723680
812.3,812.3,812.3,812.3,2212843
789.2,789.2,789.2,789.2,2793162
764.0,764.0,764.0,764.0,2395645
790.3,790.3,790.3,790.3,1746949
812.1,812.1,812.1,812.1,3130990
783.8,783.8,783.8,783.8,3063592
767.1,767.1,767.1,767.1,1487836
760.3,760.3,760.3,760.3,1506488
737.4,737.4,737.4,737.4,1619308
717.8,717.8,717.8,717.8,1955398
695.2,695.2,695.2,695.2,2266522
662.4,662.4,662.4,662.4,3080382
649.2,649.2,649.2,649.2,3536312
691.7,691.7,691.7,691.7,3353778
696.5,696.5,696.5,696.5,2915941
663.9,663.9,663.9,663.9,2255346
654.0,654.0,654.0,654.0,2616266
668.8,668.8,668.8,668.8,2178462
669.2,669.2,669.2,669.2,2564344
673.3,673.3,673.3,673.3,1572217
691.3,691.3,691.3,691.3,2518167
730.7,730.7,730.7,730.7,3517569
776.1,776.1,776.1,776.1,4653888
793.5,793.5,793.5,793.5,4811563
781.6,781.6,781.6,781.6,4307518
789.3,789.3,789.3,789.3,4364990
780.5,780.5,780.5,780.5,3929548
744.9,744.9,744.9,744.9,2975168
702.6,702.6,702.6,702.6,3058418
680.6,680.6,680.6,680.6,3355128
720.0,720.0,720.0,720.0,3948757
720.0,720.0,720.0,720.0,3556776
702.5,702.5,702.5,702.5,1478609
700.7,700.7,700.7,700.7,1261313
713.5,713.5,713.5,713.5,2733708
735.9,735.9,735.9,735.9,3404149
713.3,713.3,713.3,713.3,2355886
717.2,717.2,717.2,717.2,1799796
713.0,713.0,713.0,713.0,1730909
716.1,716.1,716.1,716.1,2122683
713.6,713.6,713.6,713.6,1426155
705.0,705.0,705.0,705.0,1626241
732.0,732.0,732.0,732.0,2444472
749.7,749.7,749.7,749.7,2623478
775.9,775.9,775.9,775.9,3763225
760.8,760.8,760.8,760.8,3287448
766.3,766.3,766.3,766.3,3090882
735.3,735.3,735.3,735.3,1979411
743.8,743.8,743.8,743.8,1569598
721.9,721.9,721.9,721.9,1379210
732.6,732.6,732.6,732.6,2270028
726.5,726.5,726.5,726.5,1838003
739.4,739.4,739.4,739.4,1853161
740.6,740.6,740.6,740.6,2162509
737.9,737.9,737.9,737.9,1880198
733.4,733.4,733.4,733.4,1978861
729.4,729.4,729.4,729.4,1700821
718.5,718.5,718.5,718.5,1898106
696.0,696.0,696.0,696.0,1547965
679.1,679.1,679.1,679.1,2120862
679.1,679.1,679.1,679.1,2244442
662.2,662.2,662.2,662.2,1490103
641.6,641.6,641.6,641.6,1296441
632.8,632.8,632.8,632.8,1814923
605.9,605.9,605.9,605.9,1972396
615.5,615.5,615.5,615.5,2014314
597.8,597.8,597.8,597.8,2199993
586.7,586.7,586.7,586.7,1949411
620.2,620.2,620.2,620.2,937601
663.3,663.3,663.3,663.3,4506182
653.1,653.1,653.1,653.1,3478111
658.9,658.9,658.9,658.9,2537573
648.7,648.7,648.7,648.7,2446711
632.0,632.0,632.0,632.0,1410337
646.1,646.1,646.1,646.1,1393876
649.5,649.5,649.5,649.5,1500049
657.4,657.4,657.4,657.4,1722527
659.6,659.6,659.6,659.6,1763525
648.7,648.7,648.7,648.7,1169064
618.0,618.0,618.0,618.0,3328295
615.0,615.0,615.0,615.0,1870329
629.8,629.8,629.8,629.8,1852027
678.9,678.9,678.9,678.9,5114083
645.9,645.9,645.9,645.9,1763819
632.3,632.3,632.3,632.3,1364431
633.8,633.8,633.8,633.8,1071551
641.3,641.3,641.3,641.3,1136307
657.4,657.4,657.4,657.4,2343624
660.9,660.9,660.9,660.9,1537590
654.7,654.7,654.7,654.7,1745174
653.3,653.3,653.3,653.3,1217610
650.8,650.8,650.8,650.8,1329794
638.9,638.9,638.9,638.9,1235977
635.0,635.0,635.0,635.0,1153957
618.8,618.8,618.8,618.8,1309188
619.3,619.3,619.3,619.3,1036844
612.0,612.0,612.0,612.0,1114170
606.0,606.0,606.0,606.0,1190985
600.1,600.1,600.1,600.1,1018265
593.3,593.3,593.3,593.3,1198666
584.5,584.5,584.5,584.5,1159118
578.1,578.1,578.1,578.1,1065344
581.3,581.3,581.3,581.3,1043791
593.0,593.0,593.0,593.0,1250510
577.8,577.8,577.8,577.8,1671827
583.5,583.5,583.5,583.5,1455221
594.5,594.5,594.5,594.5,1523178
606.6,606.6,606.6,606.6,1530840
605.3,605.3,605.3,605.3,1354081
625.2,625.2,625.2,625.2,2306598
643.5,643.5,643.5,643.5,2193462
669.4,669.4,669.4,669.4,3736107
689.9,689.9,689.9,689.9,3331389
729.9,729.9,729.9,729.9,5239447
741.3,741.3,741.3,741.3,5524200
742.0,742.0,742.0,742.0,4628590
709.9,709.9,709.9,709.9,4057733
731.0,731.0,731.0,731.0,2653962
764.7,764.7,764.7,764.7,2903277
816.8,816.8,816.8,816.8,5366832
849.4,849.4,849.4,849.4,10912212
830.8,830.8,830.8,830.8,6935733
882.3,882.3,882.3,882.3,3717283
900.8,900.8,900.8,900.8,8993304
840.3,840.3,840.3,840.3,5590869
869.4,869.4,869.4,869.4,7035357
853.3,853.3,853.3,853.3,6400038
848.5,848.5,848.5,848.5,4594579
834.2,834.2,834.2,834.2,4108917
839.0,839.0,839.0,839.0,3571981
864.0,864.0,864.0,864.0,4988168
894.8,894.8,894.8,894.8,5614432
915.2,915.2,915.2,915.2,5358786
901.7,901.7,901.7,901.7,4593631
864.8,864.8,864.8,864.8,3519266
828.5,828.5,828.5,828.5,2930949
817.9,817.9,817.9,817.9,4614319
802.4,802.4,802.4,802.4,3630008
761.8,761.8,761.8,761.8,3198922
724.4,724.4,724.4,724.4,4059899
776.8,776.8,776.8,776.8,3053795
826.1,826.1,826.1,826.1,7027917
782.2,782.2,782.2,782.2,3379987
818.9,818.9,818.9,818.9,3557603
768.7,768.7,768.7,768.7,3060969
777.9,777.9,777.9,777.9,2689598
742.1,742.1,742.1,742.1,2253607
746.6,746.6,746.6,746.6,2471943
785.3,785.3,785.3,785.3,1927603
797.9,797.9,797.9,797.9,2308402
799.9,799.9,799.9,799.9,2381055
803.6,803.6,803.6,803.6,2764942
796.8,796.8,796.8,796.8,1639681
791.4,791.4,791.4,791.4,1500637
788.8,788.8,788.8,788.8,1424187
787.2,787.2,787.2,787.2,1415800
762.9,762.9,762.9,762.9,1339835
758.9,758.9,758.9,758.9,1273660
781.0,781.0,781.0,781.0,1502074
792.4,792.4,792.4,792.4,1717496
790.1,790.1,790.1,790.1,1758721
794.8,794.8,794.8,794.8,1449226
822.2,822.2,822.2,822.2,3113093
833.1,833.1,833.1,833.1,2799465
820.1,820.1,820.1,820.1,1834016
840.1,840.1,840.1,840.1,2456645
849.9,849.9,849.9,849.9,3618467
852.2,852.2,852.2,852.2,2172393
846.0,846.0,846.0,846.0,3184085
824.2,824.2,824.2,824.2,2201022
827.6,827.6,827.6,827.6,1918186
830.0,830.0,830.0,830.0,1681100
829.2,829.2,829.2,829.2,1519208
820.5,820.5,820.5,820.5,1759184
803.7,803.7,803.7,803.7,1605969
817.4,817.4,817.4,817.4,1860833
821.0,821.0,821.0,821.0,1512433
845.9,845.9,845.9,845.9,2582640
871.8,871.8,871.8,871.8,3510732
860.0,860.0,860.0,860.0,3523731
857.8,857.8,857.8,857.8,2854676
843.1,843.1,843.1,843.1,2269206
824.5,824.5,824.5,824.5,1951810
812.4,812.4,812.4,812.4,1901203
816.6,816.6,816.6,816.6,2006617
838.3,838.3,838.3,838.3,2917612
831.6,831.6,831.6,831.6,2805582
814.7,814.7,814.7,814.7,2087902
811.8,811.8,811.8,811.8,1590937
820.4,820.4,820.4,820.4,1573750
816.3,816.3,816.3,816.3,2052891
812.1,812.1,812.1,812.1,1524131
819.2,819.2,819.2,819.2,1526917
813.1,813.1,813.1,813.1,1276460
813.5,813.5,813.5,813.5,1407143
826.2,826.2,826.2,826.2,1944511
841.1,841.1,841.1,841.1,2717688
842.7,842.7,842.7,842.7,1917614
838.0,838.0,838.0,838.0,2010789
837.3,837.3,837.3,837.3,1491655
839.8,839.8,839.8,839.8,1614751
835.1,835.1,835.1,835.1,1747469
835.1,835.1,835.1,835.1,1661086
839.1,839.1,839.1,839.1,1149180
841.2,841.2,841.2,841.2,1126727
838.2,838.2,838.2,838.2,1158530
835.4,835.4,835.4,835.4,1412130
828.1,828.1,828.1,828.1,1436920
824.7,824.7,824.7,824.7,1501028
831.7,831.7,831.7,831.7,1359865
844.8,844.8,844.8,844.8,2292627
860.8,860.8,860.8,860.8,2582219
863.1,863.1,863.1,863.1,2771088
863.8,863.8,863.8,863.8,2223665
883.6,883.6,883.6,883.6,3347306
909.0,909.0,909.0,909.0,4368167
925.4,925.4,925.4,925.4,4614761
911.8,911.8,911.8,911.8,4001773
929.1,929.1,929.1,929.1,3814539
906.1,906.1,906.1,906.1,3454133
882.9,882.9,882.9,882.9,2805175
874.7,874.7,874.7,874.7,2862520
885.7,885.7,885.7,885.7,2619874
885.5,885.5,885.5,885.5,2085106
885.4,885.4,885.4,885.4,1835243
880.3,880.3,880.3,880.3,1831869
878.4,878.4,878.4,878.4,1908865
890.0,890.0,890.0,890.0,1643409
882.0,882.0,882.0,882.0,2341351
884.8,884.8,884.8,884.8,1864057
879.6,879.6,879.6,879.6,1732856
869.7,869.7,869.7,869.7,1878685
845.3,845.3,845.3,845.3,1855772
838.7,838.7,838.7,838.7,1644590
846.5,846.5,846.5,846.5,1726997
827.2,827.2,827.2,827.2,1795287
805.7,805.7,805.7,805.7,1810070
805.7,805.7,805.7,805.7,1721004
810.1,810.1,810.1,810.1,1315308
798.6,798.6,798.6,798.6,1157921
812.7,812.7,812.7,812.7,1377813
825.4,825.4,825.4,825.4,1747525
825.5,825.5,825.5,825.5,2058462
814.3,814.3,814.3,814.3,2126578
789.7,789.7,789.7,789.7,1786639
801.0,801.0,801.0,801.0,1463051
796.3,796.3,796.3,796.3,1464878
804.4,804.4,804.4,804.4,1252720
810.7,810.7,810.7,810.7,1329123
804.1,804.1,804.1,804.1,1443536
801.7,801.7,801.7,801.7,1168267
797.5,797.5,797.5,797.5,1406157
