69,1760.19
77,1766.96
79,1739.54
85,1759.88
91,1722.62
93,1697.51
95,1719.81
99,1746.76
105,1798.64
111,1777.79
113,1791.12
130,1776.41
134,1770.85
140,1736.54
144,1740.57
151,1734.12
154,1713.16
159,1757.71
165,1720.14
172,1780.78
178,1773.16
184,1757.61
187,1731.39
194,1783.45
197,1788.93
203,1886.78
206,1913.05
208,1929.47
210,1927.7
213,1935.38
225,2013.32
228,2005.6
231,1994.53
237,2065.94
239,2065.59
243,2092.88
247,2180.23
251,2192.53
257,2195.25
262,2196.62
264,2195.42
268,2246.85
273,2216.35
276,2209.06
280,2188.57
284,2250.06
288,2216.92
293,2283.16
298,2381.68
301,2389.8
306,2378.39
310,2297.16
313,2305.98
318,2292.96
320,2292.38
322,2270.87
327,2297.3
329,2293.17
332,2295.92
335,2313.84
338,2334.5
340,2305.25
342,2298.75
345,2305.52
347,2297.08
350,2353.46
352,2364.0
356,2337.8
359,2344.85
364,2365.84
370,2375.77
374,2358.89
377,2395.3
381,2507.29
383,2512.46
385,2521.04
389,2489.43
392,2502.15
394,2503.74
398,2464.57
403,2430.17
407,2444.16
414,2528.44
418,2473.82
421,2449.02
428,2497.52
434,2464.53
436,2428.52
441,2482.04
443,2477.97
448,2392.69
451,2396.49
454,2385.06
458,2420.28
461,2460.57
463,2445.51
467,2473.23
469,2534.53
472,2517.35
475,2541.61
478,2592.75
483,2592.23
491,2426.89
494,2402.18
503,2412.41
509,2303.1
513,2322.03
520,2250.26
524,2260.83
527,2215.94
530,2222.86
535,2270.78
538,2304.58
545,2257.11
551,2215.62
560,2231.47
563,2212.23
565,2214.87
568,2158.0
575,2237.53
581,2126.96
583,2158.13
585,2156.24
588,2111.05
590,2125.36
595,2154.32
597,2160.13
600,2141.57
603,2142.09
609,2289.23
615,2295.3
620,2268.7
623,2225.55
628,2318.85
633,2340.08
638,2258.76
641,2213.26
644,2209.74
649,2285.8
653,2290.8
655,2288.11
659,2221.83
662,2174.35
664,2176.49
667,2190.1
673,2089.53
686,2173.2
688,2167.92
692,2215.58
696,2310.75
703,2228.58
707,2273.02
712,2253.05
715,2257.4
718,2329.09
720,2343.73
722,2336.51
728,2360.17
732,2370.79
734,2367.75
741,2359.1
745,2316.99
748,2327.23
750,2338.21
755,2339.97
758,2325.09
761,2303.15
767,2346.73
769,2352.81
772,2314.0
775,2318.66
782,2364.84
787,2361.43
790,2367.82
793,2354.41
801,2191.75
803,2184.39
805,2174.1
808,2178.92
811,2178.44
813,2191.17
815,2190.88
820,2224.2
825,2282.72
828,2277.52
831,2315.79
833,2308.98
836,2338.98
838,2338.73
843,2312.32
846,2318.56
849,2300.65
858,2264.64
864,2153.17
867,2095.17
870,2078.8
876,2101.19
878,2050.87
882,2122.06
884,2111.05
889,2188.73
892,2192.83
896,2153.62
898,2161.97
904,2101.64
909,2126.11
911,2156.95
915,2164.82
920,2175.3
924,2208.61
927,2260.78
932,2225.99
937,2179.44
946,2088.0
951,2056.35
956,2132.53
961,2161.55
965,2132.02
970,2170.39
972,2178.31
976,2150.57
978,2089.16
983,2082.19
988,2099.2
991,2126.64
994,2116.32
